   2099.84 -1455.00
   2100.84 -510.000
   2101.84  476.000
   2102.84  944.000
   2103.84  575.000
   2104.84 -698.000
   2105.84 -2022.00
   2106.84 -2507.00
   2107.84 -2267.00
   2108.84 -1353.00
   2109.84  134.000
   2110.84  1337.00
   2111.84  1913.00
   2112.84  2123.00
   2113.84  1656.00
   2114.84  299.000
   2115.84 -1120.00
   2116.84 -1675.00
   2117.84 -1851.00
   2118.84 -2056.00
   2119.84 -2000.00
   2120.84 -2339.00
   2121.84 -2826.00
   2122.84 -2650.00
   2123.84 -2256.00
   2124.84 -2051.00
   2125.84 -2302.00
   2126.84 -2817.00
   2127.84 -3113.00
   2128.84 -2829.00
   2129.84 -1916.00
   2130.84 -1271.00
   2131.84 -947.000
   2132.84 -264.000
   2133.84  412.000
   2134.84  828.000
   2135.84  1332.00
   2136.84  1702.00
   2137.84  1844.00
   2138.84  2128.00
   2139.84  2340.00
   2140.84  2404.00
   2141.84  2580.00
   2142.84  3179.00
   2143.84  4256.00
   2144.84  4901.00
   2145.84  4454.00
   2146.84  2726.00
   2147.84  185.000
   2148.84 -1727.00
   2149.84 -2909.00
   2150.84 -4121.00
   2151.84 -5202.00
   2152.84 -5654.00
   2153.84 -4567.00
   2154.84 -1857.00
   2155.84  906.000
   2156.84  2559.00
   2157.84  3140.00
   2158.84  3283.00
   2159.84  2969.00
   2160.84  1528.00
   2161.84 -474.000
   2162.84 -2096.00
   2163.84 -3217.00
   2164.84 -4360.00
   2165.84 -5902.00
   2166.84 -6702.00
   2167.84 -6552.00
   2168.84 -6668.00
   2169.84 -7162.00
   2170.84 -8025.00
   2171.84 -8692.00
   2172.84 -8430.00
   2173.84 -7555.00
   2174.84 -5830.00
   2175.84 -3673.00
   2176.84 -1925.00
   2177.84 -415.000
   2178.84  859.000
   2179.84  2196.00
   2180.84  3743.00
   2181.84  5107.00
   2182.84  6853.00
   2183.84  8670.00
   2184.84  8956.00
   2185.84  8293.00
   2186.84  7480.00
   2187.84  5853.00
   2188.84  4097.00
   2189.84  2773.00
   2190.84  1562.00
   2191.84  605.000
   2192.84 -201.000
   2193.84 -1274.00
   2194.84 -2869.00
   2195.84 -4416.00
   2196.84 -5331.00
   2197.84 -6118.00
   2198.84 -7195.00
   2199.84 -7915.00
   2200.84 -7399.00
   2201.84 -5651.00
   2202.84 -3113.00
   2203.84 -323.000
   2204.84  1910.00
   2205.84  3140.00
   2206.84  3714.00
   2207.84  4242.00
